epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,13.8147,4.17847,4.55961,0,0.00042,0.22222,0.00046,8e-05,4.17738,5.07343,0,0.00160385,0.00160385,0.00160385
43,14.1264,4.09229,4.25469,0,0.00021,0.11111,0.00032,6e-05,4.19275,4.99212,0,0.00164109,0.00164109,0.00164109
44,14.4392,4.05176,3.96606,0,0.00021,0.11111,0.00038,8e-05,4.1936,4.99343,0,0.00167827,0.00167827,0.00167827
45,14.7507,3.95333,4.11171,0,0.00042,0.22222,0.00062,0.00011,4.16504,5.12361,0,0.00171539,0.00171539,0.00171539
46,15.0628,3.8504,4.11502,0,0.00042,0.22222,0.00066,7e-05,4.20797,5.03427,0,0.00175243,0.00175243,0.00175243
47,15.3741,3.94677,4.19751,0,0.00021,0.11111,0.00049,5e-05,4.15031,5.06481,0,0.00178941,0.00178941,0.00178941
48,15.7663,3.95857,4.05662,0,0.00042,0.22222,0.00072,7e-05,4.05344,4.89952,0,0.00182633,0.00182633,0.00182633
49,16.0761,3.58299,4.01272,0,0.00083,0.44444,0.00127,0.00013,3.99515,4.67145,0,0.00186318,0.00186318,0.00186318
50,16.3844,3.90082,4.15997,0,0.00083,0.44444,0.00134,0.00013,4.06323,4.50199,0,0.00189996,0.00189996,0.00189996
51,16.698,3.85995,4.03834,0,0.00063,0.33333,0.00229,0.00023,4.04737,4.3324,0,0.0019175,0.0019175,0.0019175
52,17.021,3.96638,4.08483,0,0.00104,0.55556,0.0018,0.00031,3.9594,4.09493,0,0.00191585,0.00191585,0.00191585
53,17.4141,4.00777,4.00537,0,0.00125,0.66667,0.00402,0.00053,3.85531,3.99352,0,0.0019142,0.0019142,0.0019142
54,17.7252,3.61034,4.00203,0,0.00125,0.66667,0.00638,0.00081,3.82461,3.99349,0,0.00191255,0.00191255,0.00191255
55,18.0441,3.98774,4.10315,0,0.00104,0.55556,0.00239,0.00042,3.7975,3.92277,0,0.0019109,0.0019109,0.0019109
56,18.353,3.70742,4.11077,0,0.00125,0.66667,0.00405,0.00058,3.79135,3.99664,0,0.00190925,0.00190925,0.00190925
57,18.6632,3.47293,4.06915,0,0.00125,0.66667,0.00706,0.00091,3.77502,3.99379,0,0.0019076,0.0019076,0.0019076
58,18.9741,3.7783,4.28813,0,0.00125,0.66667,0.00308,0.00031,3.90347,3.95898,0,0.00190595,0.00190595,0.00190595
59,19.3712,3.94311,4.23747,0,0.00104,0.55556,0.00225,0.00023,3.82671,3.85023,0,0.0019043,0.0019043,0.0019043
60,19.6808,3.91508,4.06606,0,0.00125,0.66667,0.11848,0.01208,3.70016,3.85351,0,0.00190265,0.00190265,0.00190265
61,19.9955,3.97908,3.91536,0,0.00146,0.77778,0.00786,0.00086,3.67568,3.94866,0,0.001901,0.001901,0.001901
62,20.3054,3.62147,4.03455,0,0.00083,0.44444,0.00274,0.00086,3.88866,3.78995,0,0.00189935,0.00189935,0.00189935
63,20.6161,3.51195,3.82773,0,0.00104,0.55556,0.00499,0.00078,3.82106,3.828,0,0.0018977,0.0018977,0.0018977
64,21.0123,3.59673,3.92484,0,0.00083,0.44444,0.00327,0.00049,4.0416,3.74138,0,0.00189605,0.00189605,0.00189605
65,21.3269,3.94731,4.17635,0,0.00083,0.44444,0.00217,0.00022,4.09644,3.76084,0,0.0018944,0.0018944,0.0018944
66,21.6405,3.79717,4.05439,0,0.00105,0.55556,0.00489,0.00099,3.80894,3.87401,0,0.00189275,0.00189275,0.00189275
67,21.9568,3.92559,4.06875,0,0.00064,0.33333,0.00108,0.00022,3.89972,3.79912,0,0.0018911,0.0018911,0.0018911
68,22.2716,3.76297,4.09281,0,0.00088,0.44444,0.00452,0.00048,3.92423,3.73736,0,0.00188945,0.00188945,0.00188945
69,22.5806,3.8058,4.02955,0,0.00045,0.22222,0.00041,6e-05,3.96148,3.88048,0,0.0018878,0.0018878,0.0018878
70,22.9781,3.49646,4.04269,0,0.00023,0.11111,0.00023,2e-05,4.07944,3.92007,0,0.00188615,0.00188615,0.00188615
71,23.2964,3.72118,4.09066,0,0.0007,0.33333,0.00062,0.00011,4.05166,3.89185,0,0.0018845,0.0018845,0.0018845
72,23.6057,3.47113,3.98664,0,0.00094,0.44444,0.00118,0.00018,3.90038,3.92447,0,0.00188285,0.00188285,0.00188285
73,23.9165,3.84933,4.00586,0,0.00094,0.44444,0.00084,0.00012,3.96585,3.89436,0,0.0018812,0.0018812,0.0018812
74,24.2292,3.81699,4.08475,0,0.00094,0.44444,0.00139,0.00025,3.9445,3.89575,0,0.00187955,0.00187955,0.00187955
75,24.6174,3.76992,3.99566,0,0.00047,0.22222,0.00045,0.00014,4.17147,3.904,0,0.0018779,0.0018779,0.0018779
76,24.9329,3.69241,4.00143,0,0.00116,0.55556,0.00139,0.00024,3.94305,3.85551,0,0.00187625,0.00187625,0.00187625
77,25.251,3.54414,3.93299,0,0.00115,0.55556,0.00124,0.0002,3.9816,3.84549,0,0.0018746,0.0018746,0.0018746
78,25.5636,3.80996,3.92975,0,0.0014,0.66667,0.00205,0.00026,3.85304,3.69695,0,0.00187295,0.00187295,0.00187295
79,25.8832,3.76997,3.90795,0,0.00118,0.55556,0.00223,0.00051,3.55019,3.69026,0,0.0018713,0.0018713,0.0018713
80,26.1934,3.78028,4.04331,0,0.0012,0.55556,0.00148,0.00024,3.44375,3.86679,0,0.00186965,0.00186965,0.00186965
81,26.5848,3.74481,3.95356,0,0.00146,0.66667,0.00179,0.00035,3.33633,3.97128,0,0.001868,0.001868,0.001868
82,26.898,3.66008,4.07766,0,0.00142,0.66667,0.00359,0.00056,3.62068,3.69674,0,0.00186635,0.00186635,0.00186635
83,27.2146,3.61937,3.97015,0,0.00139,0.66667,0.03177,0.00322,3.74458,3.7769,0,0.0018647,0.0018647,0.0018647
84,27.5286,3.63475,3.96435,0,0.00115,0.55556,0.00124,0.00019,3.79252,3.82906,0,0.00186305,0.00186305,0.00186305
85,27.8431,3.88569,4.0489,0,0.00138,0.66667,0.00234,0.00033,3.54841,3.75772,0,0.0018614,0.0018614,0.0018614
86,28.246,3.66338,3.915,0,0.00093,0.44444,0.00114,0.00028,3.68933,3.69653,0,0.00185975,0.00185975,0.00185975
87,28.5583,3.40792,4.007,0,0.0007,0.33333,0.00196,0.0002,4.17164,3.74048,0,0.0018581,0.0018581,0.0018581
88,28.8723,3.59011,3.98347,0,0.0012,0.55556,0.01539,0.00289,3.64241,3.78192,0,0.00185645,0.00185645,0.00185645
89,29.1851,3.52556,3.93317,0,0.00118,0.55556,0.00218,0.00033,3.78307,3.78806,0,0.0018548,0.0018548,0.0018548
90,29.4979,3.63488,4.01871,0,0.00096,0.44444,0.0038,0.00107,3.76452,3.89126,0,0.00185315,0.00185315,0.00185315
91,29.8094,3.48735,3.91569,0,0.00146,0.66667,0.00261,0.00036,3.70427,3.88167,0,0.0018515,0.0018515,0.0018515
92,30.2048,3.6946,3.96991,0,0.00124,0.55556,0.0032,0.00055,3.92209,4.0307,0,0.00184985,0.00184985,0.00184985
93,30.5237,3.52379,3.86038,0,0.00119,0.55556,0.00118,0.00028,3.60725,4.51814,0,0.0018482,0.0018482,0.0018482
94,30.8375,3.65268,3.95299,0,0.00141,0.66667,0.00256,0.00034,3.73491,6.58225,0,0.00184655,0.00184655,0.00184655
95,31.1477,3.67126,3.94616,0,0.00094,0.44444,0.00079,0.00018,3.8454,14.8036,0,0.0018449,0.0018449,0.0018449
96,31.4689,3.55906,4.04284,0,0.00138,0.66667,0.00164,0.0004,3.41704,36.8861,0,0.00184325,0.00184325,0.00184325
97,31.8657,3.60135,3.992,0,0.00136,0.66667,0.00148,0.00042,3.58417,35.0759,0,0.0018416,0.0018416,0.0018416
98,32.1794,3.42416,3.94618,0,0.00115,0.55556,0.00128,0.00021,3.85622,31.9707,0,0.00183995,0.00183995,0.00183995
99,32.4948,3.61305,4.03444,0,0.00158,0.77778,0.00196,0.00034,3.50821,42.2007,0,0.0018383,0.0018383,0.0018383
100,32.8099,3.35221,4.02014,0,0.00132,0.66667,0.00162,0.00031,3.53138,88.6516,0,0.00183665,0.00183665,0.00183665
101,33.1265,3.6321,3.99801,0,0.00131,0.66667,0.00138,0.0003,3.70141,127.419,0,0.001835,0.001835,0.001835
102,33.4402,3.66515,3.98211,0,0.00152,0.77778,0.00148,0.00027,3.55281,171.068,0,0.00183335,0.00183335,0.00183335
103,33.8411,3.66322,4.07169,0,0.00111,0.55556,0.00095,0.00019,3.70667,144.569,0,0.0018317,0.0018317,0.0018317
104,34.1542,3.45565,4.01885,0,0.00134,0.66667,0.00141,0.00026,3.54357,126.7,0,0.00183005,0.00183005,0.00183005
105,34.4736,3.46663,4.06184,0,0.00109,0.55556,0.00126,0.00026,3.53632,66.1097,0,0.0018284,0.0018284,0.0018284
106,34.7877,3.53689,4.12697,0,0.00158,0.77778,0.00174,0.00037,3.4774,57.3765,0,0.00182675,0.00182675,0.00182675
107,35.1023,3.392,3.90027,0,0.00134,0.66667,0.00151,0.00032,3.48529,80.0389,0,0.0018251,0.0018251,0.0018251
108,35.5012,3.60355,3.89289,0,0.00136,0.66667,0.00147,0.00038,3.10192,61.6879,0,0.00182345,0.00182345,0.00182345
109,35.8273,3.68205,4.04331,0,0.00135,0.66667,0.0015,0.0003,3.58905,56.7403,0,0.0018218,0.0018218,0.0018218
110,36.1409,3.51988,4.08077,0,0.00137,0.66667,0.00141,0.00037,3.37485,31.9316,0,0.00182015,0.00182015,0.00182015
111,36.4622,3.5562,4.06813,0,0.00068,0.33333,0.00058,0.00018,3.52377,29.4541,0,0.0018185,0.0018185,0.0018185
112,36.7768,3.32724,4.03301,0,0.00112,0.55556,0.00101,0.00025,3.74213,24.5785,0,0.00181685,0.00181685,0.00181685
113,37.0924,3.56856,4.06694,0,0.00111,0.55556,0.00111,0.00028,3.81886,10.3642,0,0.0018152,0.0018152,0.0018152
114,37.4918,3.47423,3.99128,0,0.00134,0.66667,0.00161,0.00042,3.47808,5.22544,0,0.00181355,0.00181355,0.00181355
115,37.809,3.52558,3.99207,0,0.00157,0.77778,0.00254,0.00057,3.37335,4.54541,0,0.0018119,0.0018119,0.0018119
116,38.1295,3.43466,3.99342,0,0.00159,0.77778,0.00256,0.00044,3.37764,4.49985,0,0.00181025,0.00181025,0.00181025
117,38.4417,3.34731,3.97814,0,0.00135,0.66667,0.00139,0.00042,3.28356,4.48471,0,0.0018086,0.0018086,0.0018086
118,38.7566,3.14325,4.07799,0,0.00113,0.55556,0.0015,0.00045,3.15397,4.30828,0,0.00180695,0.00180695,0.00180695
119,39.1555,3.26839,3.86301,0,0.00111,0.55556,0.00287,0.0008,3.14058,4.41526,0,0.0018053,0.0018053,0.0018053
120,39.4687,3.61367,3.93208,0,0.00156,0.77778,0.00226,0.00056,3.25257,4.26006,0,0.00180365,0.00180365,0.00180365
121,39.7816,3.29936,3.97712,0,0.00155,0.77778,0.00253,0.00065,3.19754,4.20586,0,0.001802,0.001802,0.001802
122,40.0947,3.52704,4.00834,0,0.00154,0.77778,0.00304,0.00072,3.17473,4.1257,0,0.00180035,0.00180035,0.00180035
123,40.4046,3.40312,3.95051,0,0.00131,0.66667,0.00271,0.00087,3.06549,4.45121,0,0.0017987,0.0017987,0.0017987
124,40.7172,3.66759,3.92602,0,0.00128,0.66667,0.00251,0.00062,3.16836,5.27858,0,0.00179705,0.00179705,0.00179705
125,41.1126,3.41825,4.01339,0,0.00153,0.77778,0.00228,0.00048,3.55811,5.786,0,0.0017954,0.0017954,0.0017954
126,41.4239,3.55946,4.03148,0,0.0015,0.77778,0.00193,0.00066,3.22781,6.78615,0,0.00179375,0.00179375,0.00179375
127,41.7406,3.61461,3.94774,0,0.00149,0.77778,0.00261,0.00062,3.23453,7.43724,0,0.0017921,0.0017921,0.0017921
128,42.0528,3.39475,4.02194,0,0.00149,0.77778,0.00206,0.00057,3.30245,8.32282,0,0.00179045,0.00179045,0.00179045
129,42.3642,3.31052,4.11578,0,0.00131,0.66667,0.00191,0.00047,3.36125,8.73925,0,0.0017888,0.0017888,0.0017888
130,42.7704,3.59015,4.21041,0,0.00095,0.44444,0.00088,0.00029,3.44748,12.8714,0,0.00178715,0.00178715,0.00178715
131,43.0826,3.47236,3.91015,0,0.00075,0.33333,0.00074,0.00021,3.68122,13.9639,0,0.0017855,0.0017855,0.0017855
132,43.3987,3.60207,3.99469,0,0.00078,0.33333,0.00079,0.00021,3.93912,12.8782,0,0.00178385,0.00178385,0.00178385
133,43.7142,3.3517,4.02238,0,0.00081,0.33333,0.00076,0.00029,4.03635,13.9312,0,0.0017822,0.0017822,0.0017822
134,44.0286,3.58756,3.953,0,0.00053,0.22222,0.00049,0.00017,4.08125,12.7831,0,0.00178055,0.00178055,0.00178055
135,44.3393,3.49903,3.97258,0,0.00075,0.33333,0.00062,0.0001,4.46462,11.3971,0,0.0017789,0.0017789,0.0017789
136,44.7338,3.56985,3.90138,0,0.00044,0.22222,0.00037,7e-05,4.08393,15.1494,0,0.00177725,0.00177725,0.00177725
137,45.0476,3.34027,4.14169,0,0.00106,0.55556,0.00094,0.00021,3.83742,17.7161,0,0.0017756,0.0017756,0.0017756
138,45.3615,3.48368,4.14839,0,0.00063,0.33333,0.00054,0.0001,4.12691,20.7436,0,0.00177395,0.00177395,0.00177395
139,45.6734,3.36198,3.97604,0,0.00042,0.22222,0.00031,6e-05,4.13643,24.8692,0,0.0017723,0.0017723,0.0017723
140,45.9841,3.3154,4.08637,0,0.00155,0.11111,0.00066,0.00019,4.22672,23.5389,0,0.00177065,0.00177065,0.00177065
141,46.3806,3.4345,4.14608,0,0.00042,0.22222,0.0003,7e-05,3.89494,23.0911,0,0.001769,0.001769,0.001769
142,46.6924,3.55528,4.05676,0,0.00104,0.55556,0.00086,0.00021,3.3443,15.2679,0,0.00176735,0.00176735,0.00176735
143,47.0061,3.28003,3.89469,0,0.00104,0.55556,0.00108,0.00022,3.51794,10.2623,0,0.0017657,0.0017657,0.0017657
144,47.3182,3.42157,3.98452,0,0.00083,0.44444,0.0012,0.00028,3.38422,8.6932,0,0.00176405,0.00176405,0.00176405
145,47.6308,3.44371,3.90712,0,0.00083,0.44444,0.0011,0.00022,3.47648,7.30939,0,0.0017624,0.0017624,0.0017624
146,47.9485,3.44305,4.00417,0,0.00125,0.66667,0.0023,0.00031,3.56025,7.00441,0,0.00176075,0.00176075,0.00176075
147,48.3506,3.73751,4.01959,0,0.00104,0.55556,0.00103,0.00015,3.62243,7.85961,0,0.0017591,0.0017591,0.0017591
148,48.6625,3.35984,3.96465,0,0.00083,0.44444,0.00084,0.00017,3.52495,7.437,0,0.00175745,0.00175745,0.00175745
149,48.976,3.4617,3.90893,0,0.00081,0.11111,0.00109,0.00033,3.38173,13.4168,0,0.0017558,0.0017558,0.0017558
150,49.2925,3.40865,3.95481,0,0.00097,0.11111,0.00103,0.00023,3.28873,32.2996,0,0.00175415,0.00175415,0.00175415
151,49.6085,3.42998,3.91585,0,0.00129,0.11111,0.0014,0.00036,3.39295,50.8678,0,0.0017525,0.0017525,0.0017525
152,49.9227,3.40809,4.08916,0,0.00143,0.11111,0.0017,0.0004,3.57244,111.67,0,0.00175085,0.00175085,0.00175085
153,50.3207,3.41212,3.98522,0,0.00214,0.11111,0.00169,0.00036,3.70767,149.442,0,0.0017492,0.0017492,0.0017492
154,50.6341,3.37871,4.04202,0,0.00134,0.11111,0.00082,0.00014,3.64959,284.588,0,0.00174755,0.00174755,0.00174755
155,50.9464,3.41147,4.05081,0,0.00146,0.11111,0.00117,0.00019,3.679,239.343,0,0.0017459,0.0017459,0.0017459
156,51.261,3.45457,3.91079,0,0.00138,0.11111,0.00113,0.00022,3.63962,323.421,0,0.00174425,0.00174425,0.00174425
157,51.5733,3.54917,4.10311,0,0.00119,0.11111,0.00097,0.00018,3.41456,320.83,0,0.0017426,0.0017426,0.0017426
158,51.9655,3.30396,3.90782,0,0.00125,0.66667,0.00118,0.00032,3.5078,224.628,0,0.00174095,0.00174095,0.00174095
159,52.2768,3.32527,3.98133,0,0.00104,0.55556,0.00095,0.00022,3.68722,101.037,0,0.0017393,0.0017393,0.0017393
160,52.589,3.13738,3.94672,0,0.00104,0.55556,0.00099,0.0002,3.50697,60.7741,0,0.00173765,0.00173765,0.00173765
161,52.9061,3.46195,4.04956,0,0.00146,0.77778,0.00143,0.00031,3.42693,22.3529,0,0.001736,0.001736,0.001736
162,53.2222,3.51243,3.92121,0,0.00104,0.55556,0.00089,0.00021,3.39455,10.3528,0,0.00173435,0.00173435,0.00173435
163,53.5379,3.37089,4.01023,0,0.00125,0.66667,0.00112,0.00031,3.49097,6.7858,0,0.0017327,0.0017327,0.0017327
164,53.9328,3.29867,3.99126,0,0.00125,0.66667,0.0012,0.00038,3.40093,5.53818,0,0.00173105,0.00173105,0.00173105
165,54.2487,3.19066,3.97736,0,0.00146,0.77778,0.00201,0.00048,3.35012,4.36157,0,0.0017294,0.0017294,0.0017294
166,54.5609,3.31162,3.83061,0,0.00104,0.55556,0.00215,0.00063,3.21496,4.24544,0,0.00172775,0.00172775,0.00172775
167,54.8745,3.51486,4.00615,0,0.00125,0.66667,0.00435,0.00098,3.33613,4.02659,0,0.0017261,0.0017261,0.0017261
168,55.1854,3.44764,3.97401,0,0.00125,0.66667,0.00397,0.00087,3.29333,4.03375,0,0.00172445,0.00172445,0.00172445
169,55.5831,3.63941,4.01709,0,0.00146,0.77778,0.00584,0.00131,3.30718,4.05865,0,0.0017228,0.0017228,0.0017228
170,55.8985,3.23196,3.87164,0,0.00146,0.77778,0.02125,0.00297,3.25957,4.05299,0,0.00172115,0.00172115,0.00172115
171,56.2101,3.21458,3.92256,0,0.00125,0.66667,0.02065,0.00256,3.20421,3.93662,0,0.0017195,0.0017195,0.0017195
172,56.5219,3.2805,3.95482,0,0.00125,0.66667,0.00219,0.00046,3.54032,4.04732,0,0.00171785,0.00171785,0.00171785
173,56.8338,3.24986,3.88667,0,0.00104,0.55556,0.00199,0.00043,3.30879,4.1358,0,0.0017162,0.0017162,0.0017162
174,57.1463,3.30664,3.88739,0,0.00083,0.44444,0.00093,0.00026,3.45375,4.22137,0,0.00171455,0.00171455,0.00171455
175,57.5465,3.41612,3.99458,0,0.00083,0.44444,0.00543,0.00081,3.36732,4.1105,0,0.0017129,0.0017129,0.0017129
176,57.864,3.21353,3.77646,0,0.00083,0.44444,0.00212,0.00057,3.15803,4.31661,0,0.00171125,0.00171125,0.00171125
177,58.1824,3.40996,3.79581,0,0.00104,0.55556,0.00324,0.00075,3.22466,4.24832,0,0.0017096,0.0017096,0.0017096
178,58.5002,3.55279,3.87493,0,0.00125,0.66667,0.00288,0.00099,3.33281,4.13075,0,0.00170795,0.00170795,0.00170795
179,58.8139,3.26845,3.84097,0,0.00104,0.55556,0.00234,0.00049,3.50017,4.10365,0,0.0017063,0.0017063,0.0017063
180,59.2115,3.45481,4.01427,0,0.00146,0.77778,0.00299,0.00056,3.35634,4.0904,0,0.00170465,0.00170465,0.00170465
181,59.5233,3.65184,3.94071,0,0.00104,0.55556,0.00255,0.00053,3.49022,3.89565,0,0.001703,0.001703,0.001703
182,59.8334,3.6663,3.92899,0,0.00104,0.55556,0.00394,0.00077,3.30337,4.07812,0,0.00170135,0.00170135,0.00170135
183,60.1457,3.49097,3.95221,0,0.00125,0.66667,0.00447,0.00104,3.40559,4.02357,0,0.0016997,0.0016997,0.0016997
184,60.4573,3.22097,3.9646,0,0.00104,0.55556,0.00402,0.00131,3.36914,3.94872,0,0.00169805,0.00169805,0.00169805
185,60.8583,3.38157,3.74699,0,0.00104,0.55556,0.00212,0.00071,3.52241,4.32897,0,0.0016964,0.0016964,0.0016964
186,61.168,3.34171,3.76525,0,0.00083,0.44444,0.0024,0.00075,3.48953,4.1914,0,0.00169475,0.00169475,0.00169475
187,61.4821,3.43725,3.82703,0,0.00104,0.55556,0.0029,0.00067,3.37042,4.54394,0,0.0016931,0.0016931,0.0016931
188,61.7948,3.30944,3.92619,0,0.00104,0.55556,0.00254,0.00065,3.32301,5.0754,0,0.00169145,0.00169145,0.00169145
189,62.1052,3.42335,3.82863,0,0.00125,0.66667,0.00203,0.00041,3.21913,6.50987,0,0.0016898,0.0016898,0.0016898
190,62.421,3.25221,3.75687,0,0.00125,0.66667,0.00211,0.0004,3.27674,6.87557,0,0.00168815,0.00168815,0.00168815
191,62.8198,3.27797,3.69649,0,0.00125,0.66667,0.00232,0.0006,3.27079,9.52038,0,0.0016865,0.0016865,0.0016865
192,63.139,3.27644,3.96799,0,0.00125,0.66667,0.00188,0.00052,3.31321,10.2738,0,0.00168485,0.00168485,0.00168485
193,63.4512,3.10317,3.87486,0,0.00083,0.44444,0.00213,0.00058,3.33644,8.78884,0,0.0016832,0.0016832,0.0016832
194,63.7659,3.37853,3.8736,0,0.00104,0.55556,0.0029,0.00055,3.45384,6.70982,0,0.00168155,0.00168155,0.00168155
195,64.0797,3.50088,3.9006,0,0.00083,0.44444,0.00217,0.00046,3.34004,5.3213,0,0.0016799,0.0016799,0.0016799
196,64.3919,3.22975,3.90061,0,0.00063,0.33333,0.00056,0.00022,3.4774,4.90044,0,0.00167825,0.00167825,0.00167825
197,64.7917,3.39059,3.9151,0,0.00084,0.44444,0.00075,0.0002,3.31345,4.9628,0,0.0016766,0.0016766,0.0016766
198,65.1022,3.42857,3.82629,0,0.00105,0.55556,0.00118,0.00026,3.35606,4.4707,0,0.00167495,0.00167495,0.00167495
199,65.416,3.31309,3.8991,0,0.00104,0.55556,0.00171,0.0003,3.36911,4.27227,0,0.0016733,0.0016733,0.0016733
200,65.731,3.2198,3.7957,0,0.00084,0.44444,0.00172,0.00038,3.40891,4.12818,0,0.00167165,0.00167165,0.00167165
