epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,5.38929,4.4326,5.01143,0,0.00021,0.11111,0.0007,7e-05,4.3292,5.44394,0,0.000412724,0.000412724,0.000412724
23,5.74476,4.38384,4.97898,0,0.00021,0.11111,0.00061,6e-05,4.33261,5.4394,0,0.000432014,0.000432014,0.000432014
24,6.02031,4.36346,5.31623,0,0.00021,0.11111,0.00041,4e-05,4.33213,5.44616,0,0.000451272,0.000451272,0.000451272
25,6.32234,4.08804,4.60636,0,0.00021,0.11111,0.01926,0.00193,4.33264,5.44846,0,0.000470496,0.000470496,0.000470496
26,6.60123,4.34842,4.78903,0,0.00021,0.11111,0.00144,0.00014,4.33436,5.4373,0,0.000489687,0.000489687,0.000489687
27,6.87849,4.39227,4.9072,0,0.00021,0.11111,0.00114,0.00011,4.32681,5.44623,0,0.000508846,0.000508846,0.000508846
28,7.15327,4.1414,4.91403,0,0.00021,0.11111,0.00039,8e-05,4.3262,5.44466,0,0.000527971,0.000527971,0.000527971
29,7.51285,4.27739,4.70697,0,0.00021,0.11111,0.00056,0.00011,4.32475,5.43985,0,0.000547064,0.000547064,0.000547064
30,7.79043,4.2676,4.95406,0,0.00021,0.11111,0.00086,0.00017,4.31796,5.44461,0,0.000566124,0.000566124,0.000566124
31,8.07175,4.24116,4.43448,0,0.00021,0.11111,0.00053,0.00011,4.31301,5.44219,0,0.00058515,0.00058515,0.00058515
32,8.34935,4.25848,4.87337,0,0.00021,0.11111,0.00043,9e-05,4.31424,5.43697,0,0.000604144,0.000604144,0.000604144
33,8.62741,4.44911,4.4682,0,0.00021,0.11111,0.00044,9e-05,4.31925,5.44157,0,0.000623104,0.000623104,0.000623104
34,8.98746,4.50624,4.77418,0,0.00021,0.11111,0.00036,7e-05,4.31775,5.43509,0,0.000642032,0.000642032,0.000642032
35,9.26765,4.40414,4.4705,0,0.00021,0.11111,0.00043,9e-05,4.31133,5.44705,0,0.000660926,0.000660926,0.000660926
36,9.54488,4.14854,4.7095,0,0.00021,0.11111,0.00061,0.00012,4.31175,5.44148,0,0.000679788,0.000679788,0.000679788
37,9.8231,4.20201,4.54595,0,0.00021,0.11111,0.00068,0.00014,4.30836,5.44355,0,0.000698616,0.000698616,0.000698616
38,10.102,4.31915,4.52774,0,0.00021,0.11111,0.00025,5e-05,4.30323,5.44246,0,0.000717412,0.000717412,0.000717412
39,10.38,4.16277,4.50939,0,0.00021,0.11111,0.00044,9e-05,4.30679,5.44086,0,0.000736174,0.000736174,0.000736174
40,10.7395,4.36112,4.47996,0,0.00021,0.11111,0.00052,0.0001,4.29806,5.44468,0,0.000754903,0.000754903,0.000754903
41,11.0265,4.24554,4.40799,0,0.00021,0.11111,0.00044,9e-05,4.29397,5.44249,0,0.0007736,0.0007736,0.0007736
42,11.304,4.13441,4.32911,0,0.00021,0.11111,0.00051,0.0001,4.28716,5.44416,0,0.000792263,0.000792263,0.000792263
43,11.5873,4.28344,4.38664,0,0.00021,0.11111,0.0004,8e-05,4.28454,5.44812,0,0.000810894,0.000810894,0.000810894
44,11.8722,4.19934,4.30223,0,0.00021,0.11111,0.00041,8e-05,4.2871,5.43655,0,0.000829492,0.000829492,0.000829492
45,12.2284,4.36086,4.77542,0,0.00021,0.11111,0.00034,7e-05,4.27908,5.43649,0,0.000848056,0.000848056,0.000848056
46,12.5045,4.18713,4.41058,0,0.00021,0.11111,0.0004,8e-05,4.27698,5.43836,0,0.000866588,0.000866588,0.000866588
47,12.7803,4.21897,4.41631,0,0.00021,0.11111,0.00037,7e-05,4.26938,5.44088,0,0.000885086,0.000885086,0.000885086
48,13.056,4.16303,4.74513,0,0.00021,0.11111,0.00058,0.00012,4.26311,5.44379,0,0.000903551,0.000903551,0.000903551
49,13.3307,4.31382,4.57822,0,0.00021,0.11111,0.00051,0.0001,4.26045,5.43534,0,0.000921984,0.000921984,0.000921984
50,13.6083,3.99858,4.30423,0,0.00021,0.11111,0.0004,8e-05,4.2593,5.42944,0,0.000940383,0.000940383,0.000940383
51,13.965,4.23757,4.47753,0,0.00021,0.11111,0.00099,0.0002,4.25374,5.42381,0,0.00095875,0.00095875,0.00095875
52,14.241,4.32398,4.20876,0,0.00021,0.11111,0.00093,0.00019,4.24742,5.41036,0,0.000977084,0.000977084,0.000977084
53,14.5248,4.2033,4.44038,0,0.00021,0.11111,0.00065,0.00013,4.24327,5.38465,0,0.000995384,0.000995384,0.000995384
54,14.8019,4.19405,4.24636,0,0.00021,0.11111,0.00039,8e-05,4.23492,5.38447,0,0.00101365,0.00101365,0.00101365
55,15.079,4.32722,4.27341,0,0.00021,0.11111,0.00055,0.00011,4.22553,5.3869,0,0.00103189,0.00103189,0.00103189
56,15.4401,4.10706,4.14853,0,0.00021,0.11111,0.00114,0.00023,4.21819,5.39491,0,0.00105009,0.00105009,0.00105009
57,15.7164,4.00521,3.94486,0,0.00021,0.11111,0.00036,7e-05,4.21586,5.39574,0,0.00106826,0.00106826,0.00106826
58,15.9965,4.13287,4.34789,0,0.00021,0.11111,0.00044,9e-05,4.21214,5.40371,0,0.00108639,0.00108639,0.00108639
59,16.2713,4.41392,4.38326,0,0.00021,0.11111,0.00048,0.0001,4.20455,5.40511,0,0.00110449,0.00110449,0.00110449
60,16.5478,4.00825,4.15138,0,0.00021,0.11111,0.00065,0.00013,4.19749,5.41226,0,0.00112256,0.00112256,0.00112256
61,16.9112,4.15872,4.17904,0,0.00021,0.11111,0.00044,9e-05,4.18974,5.41459,0,0.0011406,0.0011406,0.0011406
62,17.1879,4.10692,4.74629,0,0.00021,0.11111,0.00038,8e-05,4.18267,5.40126,0,0.0011586,0.0011586,0.0011586
63,17.4638,3.92442,4.24587,0,0.00021,0.11111,0.00041,8e-05,4.17808,5.38964,0,0.00117657,0.00117657,0.00117657
64,17.7429,3.88227,4.19529,0,0.00021,0.11111,0.00037,7e-05,4.17297,5.38296,0,0.00119451,0.00119451,0.00119451
65,18.0185,4.07044,4.12663,0,0.00021,0.11111,0.00041,0.00012,4.16662,5.3526,0,0.00121242,0.00121242,0.00121242
66,18.2964,4.04923,4.18241,0,0.00021,0.11111,0.00036,0.00011,4.15721,5.31799,0,0.00123029,0.00123029,0.00123029
67,18.6581,3.81169,4.10372,0,0.00021,0.11111,0.00038,0.00011,4.14715,5.30298,0,0.00124813,0.00124813,0.00124813
68,18.9359,3.94221,4.09808,0,0.00021,0.11111,0.00043,0.00013,4.13542,5.29899,0,0.00126593,0.00126593,0.00126593
69,19.2153,3.98045,4.10943,0,0.00021,0.11111,0.0004,0.00012,4.12349,5.29705,0,0.0012837,0.0012837,0.0012837
70,19.4961,4.14942,4.384,0,0.00021,0.11111,0.00055,0.00017,4.10425,5.30461,0,0.00130144,0.00130144,0.00130144
71,19.7721,3.9285,3.93775,0,0.00021,0.11111,0.00065,0.0002,4.08824,5.30336,0,0.00131915,0.00131915,0.00131915
72,20.0487,3.92431,4.11569,0,0.00042,0.22222,0.00084,0.00019,4.06565,5.31682,0,0.00133682,0.00133682,0.00133682
73,20.4048,3.98517,3.94756,0,0.00063,0.33333,0.00104,0.00022,4.05458,5.30889,0,0.00135446,0.00135446,0.00135446
74,20.6838,3.95362,4.22844,0,0.00083,0.44444,0.00202,0.00029,4.03428,5.30115,0,0.00137207,0.00137207,0.00137207
75,20.9637,3.87994,4.02963,0,0.00083,0.44444,0.00214,0.0003,4.01238,5.30451,0,0.00138965,0.00138965,0.00138965
76,21.241,3.95447,4.11127,0,0.00083,0.44444,0.0025,0.00034,3.97937,5.32053,0,0.00140719,0.00140719,0.00140719
77,21.5213,4.20764,4.28504,0,0.00083,0.44444,0.00295,0.00047,3.96509,5.31123,0,0.0014247,0.0014247,0.0014247
78,21.8823,3.84986,4.03003,0,0.00083,0.44444,0.0031,0.00042,3.9568,5.31629,0,0.00144217,0.00144217,0.00144217
79,22.1589,3.86286,4.23233,0,0.00083,0.44444,0.00361,0.00049,3.96059,5.31093,0,0.00145961,0.00145961,0.00145961
80,22.4348,3.90678,3.94457,0,0.00083,0.44444,0.00397,0.00057,3.9396,5.29904,0,0.00147702,0.00147702,0.00147702
81,22.7109,4.04839,3.92994,0,0.00104,0.55556,0.00363,0.00051,3.92619,5.26338,0,0.0014944,0.0014944,0.0014944
82,22.9901,4.0081,4.11911,0,0.00104,0.55556,0.00361,0.00057,3.91872,5.21274,0,0.00151174,0.00151174,0.00151174
83,23.3569,3.99619,4.18366,0,0.00104,0.55556,0.00399,0.00064,3.91072,5.13869,0,0.00152905,0.00152905,0.00152905
84,23.6322,4.13591,4.2838,0,0.00125,0.66667,0.00665,0.00095,3.89733,4.99287,0,0.00154633,0.00154633,0.00154633
85,23.9099,3.90624,4.05912,0,0.00125,0.66667,0.00542,0.00071,3.89291,4.84114,0,0.00156358,0.00156358,0.00156358
86,24.1881,3.98959,3.9567,0,0.00104,0.55556,0.00252,0.0004,3.90369,4.69169,0,0.00158079,0.00158079,0.00158079
87,24.4658,3.92475,4.00762,0,0.00104,0.55556,0.00211,0.00033,3.90928,4.58445,0,0.00159797,0.00159797,0.00159797
88,24.7493,3.84037,4.00125,0,0.00104,0.55556,0.00176,0.00029,3.94242,4.43477,0,0.00161511,0.00161511,0.00161511
89,25.1086,3.91621,4.09694,0,0.00104,0.55556,0.00158,0.00026,3.95399,4.3728,0,0.00163222,0.00163222,0.00163222
90,25.3882,3.95529,4.15568,0,0.00104,0.55556,0.00146,0.00025,3.9612,4.30112,0,0.0016493,0.0016493,0.0016493
91,25.6645,3.86743,4.27468,0,0.00083,0.44444,0.00095,0.00026,3.98658,4.18153,0,0.00166635,0.00166635,0.00166635
92,25.9451,3.79645,3.90971,0,0.00083,0.44444,0.00121,0.00034,4.00046,4.09006,0,0.00168336,0.00168336,0.00168336
93,26.2246,4.0036,3.87907,0,0.00083,0.44444,0.00747,0.00097,3.9466,4.10171,0,0.00170034,0.00170034,0.00170034
94,26.5027,3.76644,4.04782,0,0.00104,0.55556,0.03109,0.00322,3.9345,4.13146,0,0.00171729,0.00171729,0.00171729
95,26.8626,3.96173,3.89564,0,0.00104,0.55556,0.0024,0.00041,3.97004,4.06049,0,0.00173421,0.00173421,0.00173421
96,27.1425,3.97178,4.54603,0,0.00104,0.55556,0.11679,0.01174,3.95048,4.0506,0,0.00175109,0.00175109,0.00175109
97,27.4237,3.84914,3.85102,0,0.00104,0.55556,0.11715,0.02333,3.86608,4.07657,0,0.00176794,0.00176794,0.00176794
98,27.7056,3.86897,3.94245,0,0.00125,0.66667,0.04237,0.00834,3.76621,4.10934,0,0.00178475,0.00178475,0.00178475
99,27.9851,3.82578,3.95546,0,0.00104,0.55556,0.00832,0.00099,3.78734,4.11806,0,0.00180153,0.00180153,0.00180153
100,28.3467,3.74349,3.92289,0,0.00104,0.55556,0.00339,0.00063,3.70278,4.16179,0,0.00181828,0.00181828,0.00181828
101,28.626,3.70117,3.93866,0,0.00104,0.55556,0.00319,0.00061,3.68695,4.0913,0,0.001835,0.001835,0.001835
102,28.9049,3.80241,3.8884,0,0.00083,0.44444,0.00347,0.00077,3.51689,4.05334,0,0.00183335,0.00183335,0.00183335
103,29.1837,3.65214,3.99964,0,0.00104,0.55556,0.00298,0.00066,3.53095,3.98987,0,0.0018317,0.0018317,0.0018317
104,29.463,3.74647,3.97406,0,0.00083,0.44444,0.00193,0.00047,3.59796,3.99152,0,0.00183005,0.00183005,0.00183005
105,29.8253,3.80504,3.99266,0,0.00104,0.55556,0.00292,0.00055,3.52193,4.01699,0,0.0018284,0.0018284,0.0018284
106,30.0999,3.56187,3.87851,0,0.00104,0.55556,0.00239,0.00059,3.3977,4.10173,0,0.00182675,0.00182675,0.00182675
107,30.3773,3.87607,3.84337,0,0.00104,0.55556,0.00258,0.00048,3.45714,4.08325,0,0.0018251,0.0018251,0.0018251
108,30.6529,3.65126,3.91855,0,0.00104,0.55556,0.00236,0.00041,3.58558,4.07108,0,0.00182345,0.00182345,0.00182345
109,30.9316,3.6659,4.06897,0,0.00104,0.55556,0.00231,0.00035,3.62923,3.99284,0,0.0018218,0.0018218,0.0018218
110,31.2117,3.64155,3.99759,0,0.00125,0.66667,0.00365,0.00062,3.58831,4.01272,0,0.00182015,0.00182015,0.00182015
111,31.5696,3.63555,4.10097,0,0.00125,0.66667,0.00649,0.00096,3.53081,4.01934,0,0.0018185,0.0018185,0.0018185
112,31.8505,3.81073,3.93359,0,0.00104,0.55556,0.00231,0.00057,3.48214,3.97738,0,0.00181685,0.00181685,0.00181685
113,32.1277,3.62509,3.91693,0,0.00125,0.66667,0.01189,0.00154,3.64335,3.93941,0,0.0018152,0.0018152,0.0018152
114,32.406,3.61651,4.01553,0,0.00125,0.66667,0.00642,0.0008,3.83948,3.96499,0,0.00181355,0.00181355,0.00181355
115,32.6915,3.64122,3.99515,0,0.00125,0.66667,0.00915,0.00252,3.75128,3.97617,0,0.0018119,0.0018119,0.0018119
116,32.9755,3.67324,4.05029,0,0.00104,0.55556,0.00234,0.00052,3.78943,4.05061,0,0.00181025,0.00181025,0.00181025
117,33.3315,3.47263,3.92819,0,0.00125,0.66667,0.00228,0.00043,3.73154,3.93092,0,0.0018086,0.0018086,0.0018086
118,33.6077,3.62114,3.95507,0,0.00125,0.66667,0.0052,0.00142,3.62089,4.11071,0,0.00180695,0.00180695,0.00180695
119,33.8857,3.61985,3.86595,0,0.00125,0.66667,0.00505,0.00166,3.48121,4.14568,0,0.0018053,0.0018053,0.0018053
120,34.1609,3.94081,4.09487,0,0.00125,0.66667,0.00377,0.00066,3.74269,3.98979,0,0.00180365,0.00180365,0.00180365
121,34.4366,3.71757,3.99688,0,0.00146,0.77778,0.00302,0.00051,3.76377,4.01266,0,0.001802,0.001802,0.001802
122,34.7975,3.54679,3.91841,0,0.00104,0.55556,0.00907,0.00125,4.00313,3.94889,0,0.00180035,0.00180035,0.00180035
123,35.0757,3.43853,3.8552,0,0.00083,0.44444,0.00601,0.00126,3.83241,4.02304,0,0.0017987,0.0017987,0.0017987
124,35.3543,3.76326,3.88791,0,0.00063,0.33333,0.00188,0.00044,3.89841,3.87297,0,0.00179705,0.00179705,0.00179705
125,35.6373,3.65565,3.88911,0,0.00125,0.66667,0.00231,0.00034,3.717,3.97626,0,0.0017954,0.0017954,0.0017954
126,35.9218,3.58436,3.94427,0,0.00125,0.66667,0.0035,0.00066,3.7153,3.9548,0,0.00179375,0.00179375,0.00179375
127,36.2039,3.58342,3.92495,0,0.00146,0.77778,0.00491,0.00064,3.65903,3.92027,0,0.0017921,0.0017921,0.0017921
128,36.5656,3.69297,3.87403,0,0.00125,0.66667,0.00426,0.00053,3.54865,3.95119,0,0.00179045,0.00179045,0.00179045
129,36.8436,3.61576,3.96668,0,0.00125,0.66667,0.00242,0.00039,3.69785,3.89865,0,0.0017888,0.0017888,0.0017888
130,37.1204,3.60832,3.84709,0,0.00084,0.44444,0.00095,0.00022,3.66274,4.14146,0,0.00178715,0.00178715,0.00178715
131,37.397,3.76958,3.90362,0,0.00126,0.66667,0.00135,0.0003,3.577,4.03896,0,0.0017855,0.0017855,0.0017855
132,37.6727,3.61643,3.81057,0,0.00107,0.55556,0.00149,0.0003,3.83599,4.10047,0,0.00178385,0.00178385,0.00178385
133,38.0383,3.50164,4.03154,0,0.00125,0.66667,0.00171,0.00026,3.77696,4.18833,0,0.0017822,0.0017822,0.0017822
134,38.3138,3.63955,3.88647,0,0.00083,0.44444,0.00066,0.00014,3.7617,4.27053,0,0.00178055,0.00178055,0.00178055
135,38.5895,3.58153,3.81628,0,0.00083,0.44444,0.00074,0.0001,4.11917,4.22299,0,0.0017789,0.0017789,0.0017789
136,38.8674,3.53988,3.8635,0,0.00125,0.66667,0.00119,0.00016,3.84569,3.99599,0,0.00177725,0.00177725,0.00177725
137,39.1447,3.89066,3.9283,0,0.00104,0.55556,0.00134,0.00022,3.89262,4.12243,0,0.0017756,0.0017756,0.0017756
138,39.4192,3.61644,3.90946,0,0.00104,0.55556,0.02109,0.00232,3.8539,4.08867,0,0.00177395,0.00177395,0.00177395
139,39.7748,3.80682,3.98964,0,0.00125,0.66667,0.00251,0.00052,3.81692,4.20439,0,0.0017723,0.0017723,0.0017723
140,40.0555,3.68143,3.89844,0,0.00125,0.66667,0.00314,0.00049,3.95333,3.94864,0,0.00177065,0.00177065,0.00177065
141,40.3328,3.48517,3.93242,0,0.00125,0.66667,0.00131,0.00029,3.90091,4.01857,0,0.001769,0.001769,0.001769
142,40.6094,3.58412,3.8626,0,0.00104,0.55556,0.00224,0.00033,3.85856,4.09041,0,0.00176735,0.00176735,0.00176735
143,40.8896,3.45467,3.81273,0,0.00042,0.22222,0.00038,8e-05,3.78934,4.09801,0,0.0017657,0.0017657,0.0017657
144,41.2429,3.54829,3.77165,0,0.00125,0.66667,0.0012,0.00023,3.93537,3.90781,0,0.00176405,0.00176405,0.00176405
145,41.5195,3.44483,3.65475,0,0.00104,0.55556,0.00273,0.00089,3.77361,3.9427,0,0.0017624,0.0017624,0.0017624
146,41.7962,3.3832,3.83637,0,0.00146,0.77778,0.00779,0.00328,3.66799,4.05894,0,0.00176075,0.00176075,0.00176075
147,42.0756,3.59104,3.66749,0,0.00149,0.77778,0.00943,0.00241,3.27035,4.03578,0,0.0017591,0.0017591,0.0017591
148,42.3545,3.7373,4.07294,0,0.00104,0.55556,0.00156,0.00043,3.56732,4.24767,0,0.00175745,0.00175745,0.00175745
149,42.6303,3.24367,3.67926,0,0.00105,0.55556,0.00155,0.00043,3.65178,4.20593,0,0.0017558,0.0017558,0.0017558
150,42.9908,3.37961,3.65047,0,0.00105,0.55556,0.00224,0.00052,3.70301,4.23683,0,0.00175415,0.00175415,0.00175415
151,43.2707,3.39614,3.73848,0,0.00084,0.44444,0.00126,0.0003,3.52999,4.33396,0,0.0017525,0.0017525,0.0017525
152,43.546,3.40915,3.69819,0,0.00126,0.66667,0.00187,0.00039,3.66858,4.41743,0,0.00175085,0.00175085,0.00175085
153,43.822,3.53732,3.64642,0,0.00084,0.44444,0.00088,0.00022,3.77781,4.83748,0,0.0017492,0.0017492,0.0017492
154,44.0983,3.49669,3.71865,0,0.00084,0.44444,0.00087,0.00021,3.78712,5.05017,0,0.00174755,0.00174755,0.00174755
155,44.4574,3.44582,3.69384,0,0.00084,0.44444,0.00084,0.00014,3.3336,5.53586,0,0.0017459,0.0017459,0.0017459
156,44.7346,3.36312,3.57426,0,0.00106,0.55556,0.00116,0.00037,3.49836,4.9724,0,0.00174425,0.00174425,0.00174425
157,45.0122,3.27891,3.70963,0,0.00107,0.55556,0.00167,0.00032,3.61379,4.6058,0,0.0017426,0.0017426,0.0017426
158,45.2902,3.42482,3.61192,0,0.00108,0.55556,0.00333,0.00055,3.52003,4.96079,0,0.00174095,0.00174095,0.00174095
159,45.5643,3.48559,3.72608,0,0.01227,0.11111,0.00429,0.00075,3.58393,5.19238,0,0.0017393,0.0017393,0.0017393
160,45.8407,3.40155,3.65609,0,0.00109,0.55556,0.00233,0.00055,3.69563,4.93063,0,0.00173765,0.00173765,0.00173765
161,46.1991,3.39839,3.42737,0,0.0011,0.55556,0.00189,0.00049,3.61751,5.07227,0,0.001736,0.001736,0.001736
162,46.4774,3.54153,3.5331,0,0.01976,0.11111,0.00436,0.0013,3.56749,5.09439,0,0.00173435,0.00173435,0.00173435
163,46.7538,3.44708,3.42291,0,0.0221,0.11111,0.00523,0.0015,3.92103,5.56649,0,0.0017327,0.0017327,0.0017327
164,47.0327,3.45489,3.65009,0,0.02798,0.11111,0.0067,0.00224,3.81331,5.18941,0,0.00173105,0.00173105,0.00173105
165,47.3105,3.22258,3.47851,0,0.00859,0.11111,0.00379,0.00078,3.64231,5.52812,0,0.0017294,0.0017294,0.0017294
166,47.6679,3.54878,3.72042,0,0.00299,0.11111,0.00216,0.00055,3.58312,5.97944,0,0.00172775,0.00172775,0.00172775
167,47.9518,3.55424,3.54511,0,0.00309,0.33333,0.00242,0.00055,3.73155,6.19831,0,0.0017261,0.0017261,0.0017261
168,48.2304,3.48686,3.70051,0,0.00691,0.11111,0.00218,0.00064,3.48437,7.37106,0,0.00172445,0.00172445,0.00172445
169,48.5128,3.46866,3.40834,0,0.00998,0.11111,0.0021,0.00076,3.56871,9.75888,0,0.0017228,0.0017228,0.0017228
170,48.7926,3.57796,3.56086,0,0.00388,0.11111,0.00166,0.00036,3.7299,10.5608,0,0.00172115,0.00172115,0.00172115
171,49.071,3.48659,3.61981,0,0.00413,0.11111,0.00171,0.00033,3.64118,13.6139,0,0.0017195,0.0017195,0.0017195
172,49.4286,3.36323,3.3429,0,0.00133,0.11111,0.00089,0.00029,3.38229,16.703,0,0.00171785,0.00171785,0.00171785
173,49.71,3.33492,3.38938,0,0.0009,0.33333,0.00079,0.00016,3.54099,25.7505,0,0.0017162,0.0017162,0.0017162
174,49.988,3.40251,3.34286,0,0.00129,0.11111,0.00071,0.00012,3.35284,29.4743,0,0.00171455,0.00171455,0.00171455
175,50.2682,3.29154,3.46008,0,0.0018,0.11111,0.00055,0.0001,3.43814,33.103,0,0.0017129,0.0017129,0.0017129
176,50.5456,3.32088,3.25873,0,0.00055,0.22222,0.00041,7e-05,3.63023,31.912,0,0.00171125,0.00171125,0.00171125
177,50.9046,3.51388,3.34963,0,0.00028,0.11111,0.00021,5e-05,3.56987,40.6853,0,0.0017096,0.0017096,0.0017096
178,51.1823,3.26824,3.28206,0,0.0003,0.11111,0.00017,3e-05,3.59582,36.3148,0,0.00170795,0.00170795,0.00170795
179,51.4606,3.09741,3.09579,0,0.00032,0.11111,0.00019,2e-05,3.5847,42.6794,0,0.0017063,0.0017063,0.0017063
180,51.7456,3.59827,3.20712,0,0,0,0,0,3.5278,58.4233,0,0.00170465,0.00170465,0.00170465
181,52.0271,3.2894,3.05467,0,0.00032,0.11111,0.00018,2e-05,3.63388,52.4542,0,0.001703,0.001703,0.001703
182,52.3039,3.23523,3.25496,0,0.00032,0.11111,0.00019,2e-05,3.59484,38.6209,0,0.00170135,0.00170135,0.00170135
183,52.6621,3.31917,3.20359,0,0.00029,0.11111,0.00017,2e-05,3.66505,50.4587,0,0.0016997,0.0016997,0.0016997
184,52.9426,3.11824,3.11028,0,0.00028,0.11111,0.00017,2e-05,3.52178,79.6919,0,0.00169805,0.00169805,0.00169805
185,53.2188,3.14435,3.0208,0,0.00027,0.11111,0.00015,3e-05,3.75384,98.397,0,0.0016964,0.0016964,0.0016964
186,53.4998,3.40366,3.13134,0,0.00053,0.22222,0.00033,6e-05,3.75197,108.676,0,0.00169475,0.00169475,0.00169475
187,53.7782,3.32088,3.13279,0,0,0,0,0,3.65431,111.429,0,0.0016931,0.0016931,0.0016931
188,54.1354,3.37593,3.30233,0,0,0,0,0,3.90474,136.412,0,0.00169145,0.00169145,0.00169145
189,54.413,3.03955,3.20727,0,0,0,0,0,4.0972,148.094,0,0.0016898,0.0016898,0.0016898
190,54.6909,3.23147,3.14335,0,0.00034,0.11111,0.0002,2e-05,4.02609,176.907,0,0.00168815,0.00168815,0.00168815
191,54.9689,3.26118,3.08396,0,0.00036,0.11111,0.00021,2e-05,4.1256,139.605,0,0.0016865,0.0016865,0.0016865
192,55.2497,3.24081,2.9621,0,0,0,0,0,4.90125,235.08,0,0.00168485,0.00168485,0.00168485
193,55.5305,3.35664,3.05857,0,0,0,0,0,5.25597,342.169,0,0.0016832,0.0016832,0.0016832
194,55.891,3.01586,3.2475,0,0.00032,0.11111,0.00022,2e-05,5.66933,1179.27,0,0.00168155,0.00168155,0.00168155
195,56.169,3.37022,2.9521,0,0.00066,0.22222,0.0005,5e-05,5.35227,2041.35,0,0.0016799,0.0016799,0.0016799
196,56.4497,3.35199,3.11514,0,0.00051,0.11111,0.00023,0.00015,5.02594,3708.51,0,0.00167825,0.00167825,0.00167825
197,56.7315,3.23499,3.06557,0,0.00038,0.11111,0.00022,2e-05,4.93597,6122.16,0,0.0016766,0.0016766,0.0016766
