epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,8.10485,4.20719,4.33365,0,0.00021,0.11111,0.00053,0.00011,4.28678,5.38448,0,0.000960596,0.000960596,0.000960596
26,8.41564,4.46826,4.51441,0,0.00021,0.11111,0.00037,7e-05,4.28118,5.38559,0,0.000998962,0.000998962,0.000998962
27,8.72251,4.17735,4.42919,0,0.00021,0.11111,0.00032,6e-05,4.27402,5.38001,0,0.00103726,0.00103726,0.00103726
28,9.03124,4.38646,4.63234,0,0.00021,0.11111,0.00041,8e-05,4.27021,5.38694,0,0.0010755,0.0010755,0.0010755
29,9.33883,4.16622,4.43883,0,0.00021,0.11111,0.00057,6e-05,4.27466,5.39476,0,0.00111367,0.00111367,0.00111367
30,9.64402,4.12128,4.76552,0,0.00021,0.11111,0.00048,5e-05,4.26819,5.39854,0,0.00115177,0.00115177,0.00115177
31,10.0322,4.41339,4.77911,0,0.00021,0.11111,0.00052,5e-05,4.26848,5.39079,0,0.0011898,0.0011898,0.0011898
32,10.3394,4.27719,4.48956,0,0.00021,0.11111,0.00052,5e-05,4.26455,5.37548,0,0.00122778,0.00122778,0.00122778
33,10.6439,4.28385,4.3297,0,0.00021,0.11111,0.00035,3e-05,4.26318,5.33456,0,0.00126568,0.00126568,0.00126568
34,10.9561,4.32506,4.50688,0,0.00021,0.11111,0.00031,3e-05,4.25031,5.31978,0,0.00130352,0.00130352,0.00130352
35,11.2642,4.20547,4.5622,0,0.00021,0.11111,0.00027,3e-05,4.2411,5.24463,0,0.00134129,0.00134129,0.00134129
36,11.6523,3.82127,4.38638,0,0.00021,0.11111,0.00025,5e-05,4.22801,5.08899,0,0.001379,0.001379,0.001379
37,11.9567,3.78971,4.3572,0,0.00021,0.11111,0.00024,5e-05,4.20032,5.07799,0,0.00141664,0.00141664,0.00141664
38,12.2681,4.42548,4.68488,0,0.00021,0.11111,0.00024,5e-05,4.19872,5.09561,0,0.00145421,0.00145421,0.00145421
39,12.5711,4.06071,4.13598,0,0.00021,0.11111,0.00027,5e-05,4.18856,5.07769,0,0.00149172,0.00149172,0.00149172
40,12.8757,4.12945,4.36714,0,0.00021,0.11111,0.00027,5e-05,4.18206,5.07286,0,0.00152916,0.00152916,0.00152916
41,13.1831,4.13432,4.30891,0,0.00042,0.22222,0.00047,8e-05,4.17865,5.08884,0,0.00156654,0.00156654,0.00156654
42,13.5727,4.17847,4.55961,0,0.00042,0.22222,0.00046,8e-05,4.17738,5.07343,0,0.00160385,0.00160385,0.00160385
43,13.8802,4.09229,4.25469,0,0.00021,0.11111,0.00032,6e-05,4.19275,4.99212,0,0.00164109,0.00164109,0.00164109
44,14.1869,4.05176,3.96606,0,0.00021,0.11111,0.00038,8e-05,4.1936,4.99343,0,0.00167827,0.00167827,0.00167827
45,14.4962,3.95333,4.11171,0,0.00042,0.22222,0.00062,0.00011,4.16504,5.12361,0,0.00171539,0.00171539,0.00171539
46,14.8035,3.8504,4.11502,0,0.00042,0.22222,0.00066,7e-05,4.20797,5.03427,0,0.00175243,0.00175243,0.00175243
47,15.1143,3.94677,4.19751,0,0.00021,0.11111,0.00049,5e-05,4.15031,5.06481,0,0.00178941,0.00178941,0.00178941
48,15.509,3.95857,4.05662,0,0.00042,0.22222,0.00072,7e-05,4.05344,4.89952,0,0.00182633,0.00182633,0.00182633
49,15.8139,3.58299,4.01272,0,0.00083,0.44444,0.00127,0.00013,3.99515,4.67145,0,0.00186318,0.00186318,0.00186318
50,16.1223,3.90082,4.15997,0,0.00083,0.44444,0.00134,0.00013,4.06323,4.50199,0,0.00189996,0.00189996,0.00189996
51,16.4313,3.85995,4.03834,0,0.00063,0.33333,0.00229,0.00023,4.04737,4.3324,0,0.0019175,0.0019175,0.0019175
52,16.737,3.96638,4.08483,0,0.00104,0.55556,0.0018,0.00031,3.9594,4.09493,0,0.00191585,0.00191585,0.00191585
53,17.1241,4.00777,4.00537,0,0.00125,0.66667,0.00402,0.00053,3.85531,3.99352,0,0.0019142,0.0019142,0.0019142
54,17.4312,3.61034,4.00203,0,0.00125,0.66667,0.00638,0.00081,3.82461,3.99349,0,0.00191255,0.00191255,0.00191255
55,17.7365,3.98774,4.10315,0,0.00104,0.55556,0.00239,0.00042,3.7975,3.92277,0,0.0019109,0.0019109,0.0019109
56,18.0474,3.70742,4.11077,0,0.00125,0.66667,0.00405,0.00058,3.79135,3.99664,0,0.00190925,0.00190925,0.00190925
57,18.3697,3.47293,4.06915,0,0.00125,0.66667,0.00706,0.00091,3.77502,3.99379,0,0.0019076,0.0019076,0.0019076
